999	1	132	363	34	153	348	71	order	5	-5	71	
999	1	133	366	243	251	99	93	item	1	366	-1	
999	1	134	377	23	275	222	290	order	3	-3	275	
999	1	135	194	58	231	136	170	item	1	194	-1	
999	1	136	97	325	328	65	56	order	3	-3	306	
999	1	137	220	148	335	176	289	order	5	-5	289	
999	1	138	25	131	66	147	374	item	2	131	-2	
999	1	139	365	128	228	318	156	item	1	365	-1	
999	1	140	164	143	141	182	90	order	1	-1	164	
999	1	141	311	150	267	282	0	order	5	-5	0	
999	1	142	361	332	92	209	258	item	3	92	-3	
999	1	143	338	109	320	129	158	order	5	-5	158	
999	1	144	116	232	388	81	234	order	1	-1	116	
999	1	145	55	313	280	395	90	item	5	90	-5	
999	1	146	266	109	328	255	61	item	5	61	-5	
999	1	147	199	181	178	334	110	item	5	110	-5	
999	1	148	282	103	366	13	62	item	1	282	-1	
999	1	149	261	45	265	163	329	item	3	265	-3	
999	1	150	33	262	128	59	53	order	1	-1	33	
999	1	151	209	289	326	319	188	order	3	-3	326	
999	1	152	227	240	34	118	56	item	4	118	-4	
999	1	153	346	187	365	198	323	item	4	198	-4	
999	1	154	382	88	85	83	230	item	4	83	-4	
999	1	155	197	57	340	195	190	item	5	190	-5	
999	1	156	115	275	21	74	130	item	3	21	-3	
999	1	157	189	336	341	170	344	order	2	-2	336	
999	1	158	377	135	396	101	123	order	3	-3	396	
999	1	159	78	211	156	303	196	item	5	196	-5	
999	1	160	117	390	386	358	140	order	3	-3	386	
999	1	161	138	201	252	264	151	item	3	252	-3	
999	1	162	373	348	298	339	94	item	3	298	-3	
999	1	163	169	37	191	105	100	order	2	-2	37	
999	1	164	206	312	73	267	194	order	1	-1	206	
999	1	165	97	95	41	171	48	order	2	-2	95	
999	1	166	0	273	291	333	307	item	1	0	-1	
999	1	167	99	159	210	260	263	item	2	159	-2	
999	1	168	345	385	129	29	154	order	3	-3	129	
999	1	169	268	391	208	221	93	order	5	-5	93	
999	1	170	231	114	239	250	144	order	3	-3	239	
999	1	171	9	381	281	80	254	item	1	9	-1	
999	1	172	76	305	147	243	233	order	2	-2	305	
999	1	173	173	153	136	77	172	order	3	-3	136	
999	1	174	278	40	257	369	253	item	4	369	-4	
999	1	175	10	314	353	357	308	item	1	10	-2	
999	1	176	89	284	337	327	113	item	3	337	-3	
999	1	177	318	120	167	251	31	item	2	120	-2	
999	1	178	162	279	372	204	65	item	1	162	-1	
999	1	179	359	25	399	244	360	item	1	359	-1	
999	1	180	24	270	302	141	106	item	5	106	-5	
999	1	181	17	322	296	121	6	item	4	121	-4	
999	1	182	5	320	66	119	387	order	2	-2	320	
999	1	183	84	269	304	237	295	order	3	-3	304	
999	1	184	133	180	242	179	272	order	1	-1	133	
999	1	185	22	161	26	392	301	order	4	-4	392	
999	1	186	56	297	278	270	116	order	3	-3	278	
999	1	187	200	306	353	206	175	item	4	206	-4	
999	1	188	89	209	288	342	9	order	5	-5	9	
999	1	189	231	15	265	332	100	order	3	-3	265	
999	1	190	188	176	140	167	13	item	4	167	-4	
999	1	191	364	344	347	195	148	item	2	344	-2	
999	1	192	229	368	226	58	33	item	2	368	-2	
999	1	193	2	358	143	292	205	item	1	2	-1	
999	1	194	67	127	185	126	193	item	5	193	-5	
999	1	195	121	395	168	154	286	item	4	154	-4	
999	1	196	196	194	314	345	369	item	2	194	-2	
999	1	197	274	328	105	233	54	order	5	-5	54	
999	1	198	137	14	295	45	232	item	1	137	-1	
999	1	199	60	396	81	26	374	order	2	-2	396	
