999	1	0	160	262	159	360	121	order	4	-4	360	
999	1	1	186	116	112	353	158	item	5	158	-5	
999	1	2	174	357	110	141	156	order	2	-2	110	
999	1	3	167	299	236	356	337	item	4	356	-4	
999	1	4	392	75	164	87	0	order	5	-5	0	
999	1	5	210	138	359	109	68	order	2	-2	138	
999	1	6	208	248	196	211	363	item	3	196	-2	
999	1	7	90	298	325	20	398	order	4	-4	20	
999	1	8	81	60	296	67	391	item	3	296	-3	
999	1	9	101	304	227	345	82	order	2	-2	227	
999	1	10	312	223	149	394	265	order	4	-4	394	
999	1	11	370	264	14	321	113	item	3	14	-3	
999	1	12	199	289	94	57	226	order	3	-3	94	
999	1	13	201	246	308	125	367	order	1	-1	201	
999	1	14	41	107	39	80	74	item	2	107	-2	
999	1	15	3	26	260	222	36	order	1	-1	26	
999	1	16	189	220	147	126	45	order	5	-5	45	
999	1	17	180	76	40	46	193	order	1	-1	180	
999	1	18	191	178	387	252	221	item	2	178	-3	
999	1	19	78	19	237	12	277	order	1	-1	78	
999	1	20	92	134	348	369	202	order	1	-1	92	
999	1	21	316	333	315	24	301	item	1	316	-1	
999	1	22	212	276	384	168	224	item	2	276	-2	
999	1	23	354	114	216	122	256	order	5	-5	256	
999	1	24	255	21	169	285	346	item	4	285	-4	
999	1	25	93	240	9	132	30	item	1	93	-1	
999	1	26	282	349	334	217	306	order	5	-5	306	
999	1	27	4	242	366	93	341	item	5	341	-5	
999	1	28	48	351	342	208	387	item	3	342	-3	
999	1	29	17	250	222	152	269	order	5	-5	269	
999	1	30	23	101	96	111	295	item	2	101	-2	
999	1	31	363	55	44	98	6	item	2	55	-2	
999	1	32	151	270	317	66	206	order	4	-4	66	
999	1	33	291	304	193	72	129	order	2	-2	193	
999	1	34	94	36	316	110	130	item	3	316	-3	
999	1	35	241	253	69	232	57	item	1	241	-1	
999	1	36	52	212	347	245	7	order	1	-1	52	
999	1	37	33	240	100	221	327	order	1	-1	33	
999	1	38	301	220	227	276	312	order	1	-1	301	
999	1	39	139	379	28	189	237	order	3	-3	379	
999	1	40	358	35	51	399	353	order	2	-2	35	
999	1	41	109	349	282	0	87	order	2	-2	349	
999	1	42	148	8	338	228	127	order	4	-4	228	
999	1	43	214	112	90	21	61	item	4	21	-4	
999	1	44	65	296	362	143	283	item	5	283	-5	
999	1	45	13	355	266	298	81	item	5	81	-5	
999	1	46	91	9	311	285	134	order	3	-3	311	
999	1	47	315	182	20	369	321	item	3	20	-3	
999	1	48	288	309	218	289	12	item	5	12	-5	
999	1	49	350	38	234	300	219	item	3	234	-3	
999	1	50	216	73	80	372	290	item	5	290	-5	
999	1	51	176	210	128	313	391	order	5	-5	391	
999	1	52	179	16	142	150	344	order	5	-5	344	
999	1	53	207	196	74	125	164	item	3	74	-3	
999	1	54	76	375	377	170	24	order	4	-4	170	
999	1	55	1	260	144	178	113	order	1	-1	1	
999	1	56	392	332	345	10	95	item	3	345	-3	
999	1	57	384	303	333	118	42	item	2	303	-2	
999	1	58	244	255	135	166	243	order	1	-1	244	
999	1	59	45	275	121	92	131	order	4	-4	92	
999	1	60	223	30	15	370	54	item	1	223	-1	
999	1	61	147	41	25	252	381	item	4	252	-4	
999	1	62	310	117	337	297	119	item	3	337	-3	
999	1	63	394	31	224	305	236	item	2	31	-2	
999	1	64	325	278	165	319	389	order	5	-5	389	
999	1	65	103	177	155	29	259	order	1	-1	103	
999	1	66	97	168	132	334	78	order	3	-3	132	
999	1	67	70	135	61	126	348	order	2	-2	135	
999	1	68	190	313	14	1	192	order	2	-2	313	
999	1	69	339	149	237	151	62	order	3	-3	237	
999	1	70	162	353	182	281	171	order	3	-3	182	
999	1	71	264	19	373	276	211	item	2	19	-2	
999	1	72	256	30	166	343	239	order	4	-4	343	
999	1	73	232	145	386	90	75	item	2	145	-2	
999	1	74	399	374	300	143	71	order	2	-2	374	
999	1	75	381	229	23	201	263	order	4	-4	201	
999	1	76	294	141	110	280	18	item	4	280	-4	
999	1	77	338	199	266	15	243	order	5	-5	243	
999	1	78	114	130	42	35	91	item	4	35	-4	
999	1	79	307	254	45	44	366	order	5	-5	366	
999	1	80	111	108	180	47	344	order	2	-2	180	
999	1	81	4	156	34	84	252	item	5	252	-5	
999	1	82	177	101	203	383	358	item	2	101	-3	
999	1	83	316	384	157	39	369	item	5	369	-5	
999	1	84	376	255	249	347	187	item	4	347	-4	
999	1	85	116	191	124	330	304	item	3	124	-3	
999	1	86	217	375	17	259	265	order	4	-4	259	
999	1	87	105	184	66	125	195	item	2	184	-2	
999	1	88	154	54	364	317	16	item	1	154	-2	
999	1	89	133	394	13	69	352	item	1	133	-1	
999	1	90	287	342	336	220	231	order	1	-1	287	
999	1	91	372	57	109	226	36	order	4	-4	226	
999	1	92	137	99	385	351	6	item	4	351	-4	
999	1	93	391	341	326	134	318	item	5	318	-5	
999	1	94	24	189	80	159	208	item	1	24	-1	
999	1	95	205	360	368	172	213	order	2	-2	360	
999	1	96	248	117	277	98	7	item	1	248	-1	
999	1	97	371	5	395	160	367	item	1	371	-1	
999	1	98	140	320	165	311	150	item	5	150	-5	
999	1	99	206	170	228	181	196	order	4	-4	228	
999	1	100	309	350	240	119	284	order	1	-1	309	
999	1	101	76	346	127	356	96	order	4	-4	356	
999	1	102	164	260	179	58	303	item	4	58	-4	
999	1	103	247	209	382	299	97	order	1	-1	247	
999	1	104	128	245	86	283	233	order	4	-4	283	
999	1	105	144	11	222	398	95	order	3	-3	222	
999	1	106	236	106	102	42	189	order	4	-4	42	
999	1	107	77	291	8	286	22	order	1	-1	77	
999	1	108	269	10	81	353	32	order	5	-5	32	
999	1	109	344	385	205	395	188	item	4	395	-4	
999	1	110	321	14	331	186	169	item	3	331	-3	
999	1	111	177	117	112	244	46	item	4	244	-4	
999	1	112	247	242	210	167	172	order	4	-4	167	
999	1	113	183	132	285	294	69	order	2	-2	132	
999	1	114	124	16	17	120	64	order	3	-3	17	
999	1	115	201	229	157	213	184	item	3	157	-3	
999	1	116	118	268	193	48	214	item	5	214	-5	
999	1	117	211	1	270	327	173	order	4	-4	327	
999	1	118	212	115	138	342	295	item	5	295	-5	
999	1	119	227	168	21	165	55	item	2	168	-2	
999	1	120	293	376	301	26	178	item	2	376	-2	
999	1	121	111	315	35	82	383	order	2	-2	35	
999	1	122	78	387	217	76	304	item	5	304	-5	
999	1	123	297	38	218	271	88	order	4	-4	271	
999	1	124	37	322	316	187	70	order	3	-3	316	
999	1	125	103	219	239	91	264	order	5	-5	264	
999	1	126	96	110	199	368	279	item	4	368	-4	
999	1	127	352	314	130	50	384	order	2	-2	352	
999	1	128	308	298	74	84	274	order	5	-5	274	
999	1	129	206	75	362	59	329	order	4	-4	59	
999	1	130	266	273	276	386	114	item	2	273	-2	
999	1	131	390	202	249	288	162	item	3	249	-3	
